epoch,learning_rate,loss,risk_output_auc,risk_output_loss,severity_output_accuracy,severity_output_loss,val_loss,val_risk_output_auc,val_risk_output_loss,val_severity_output_accuracy,val_severity_output_loss
0,0.0003000000142492354,1.4836329221725464,0.4843961000442505,0.7727277874946594,0.3513513505458832,1.4155545234680176,2.345897912979126,0.2020370215177536,1.9736957550048828,0.5714285969734192,1.115463376045227
1,0.0003000000142492354,1.3308308124542236,0.5955909490585327,0.7029629349708557,0.45765766501426697,1.2512205839157104,1.678905725479126,0.2888888716697693,1.3081647157669067,0.6000000238418579,0.9694791436195374
2,0.0003000000142492354,1.2098205089569092,0.709142804145813,0.6330058574676514,0.5135135054588318,1.1574581861495972,1.4189265966415405,0.4725925922393799,1.034909725189209,0.6000000238418579,0.914826512336731
3,0.0003000000142492354,1.0283172130584717,0.8213701248168945,0.5536906719207764,0.6468468308448792,0.9441735744476318,1.2847814559936523,0.6146296262741089,0.9277888536453247,0.6571428775787354,0.8281961679458618
4,0.0003000000142492354,0.8079575300216675,0.9127727150917053,0.4266957938671112,0.73153156042099,0.7513545155525208,1.216631531715393,0.7792592644691467,0.9327053427696228,0.8095238208770752,0.7503645420074463
5,0.0003000000142492354,0.5739284753799438,0.9429155588150024,0.31042352318763733,0.816216230392456,0.5107008814811707,1.1342964172363281,0.9199999570846558,0.9250118136405945,0.6476190686225891,0.7115048170089722
6,0.0003000000142492354,0.43946442008018494,0.9670908451080322,0.2277422696352005,0.8396396636962891,0.4296267032623291,1.20927894115448,0.9587037563323975,0.9704945087432861,0.5904762148857117,0.9059232473373413
7,0.0003000000142492354,0.38047561049461365,0.9702727198600769,0.2160668671131134,0.8558558821678162,0.3498307764530182,1.8743782043457031,0.9272222518920898,1.4133870601654053,0.5904762148857117,1.6557148694992065
8,0.0003000000142492354,0.3231958746910095,0.9790973663330078,0.17365890741348267,0.8702702522277832,0.29863646626472473,1.6462055444717407,0.9594444036483765,1.1878490447998047,0.6190476417541504,1.4831112623214722
9,0.0003000000142492354,0.3290310800075531,0.9747986793518066,0.18854044377803802,0.8738738894462585,0.29176080226898193,1.125430703163147,0.9759259819984436,0.9010975360870361,0.8285714387893677,1.1635913848876953
10,0.0003000000142492354,0.31142011284828186,0.9779220223426819,0.1688050627708435,0.8810811042785645,0.2777509391307831,1.052083134651184,0.9590741395950317,0.6830006241798401,0.8666666746139526,0.948663592338562
11,0.0003000000142492354,0.30002138018608093,0.9793766736984253,0.15972746908664703,0.8810811042785645,0.26678207516670227,1.5349013805389404,0.916111171245575,1.1196448802947998,0.8285714387893677,1.6319854259490967
12,0.0003000000142492354,0.29338064789772034,0.9792143106460571,0.16102191805839539,0.8918918967247009,0.2721829116344452,0.9855475425720215,0.9449999928474426,0.4801803231239319,0.8857142925262451,0.7190369367599487
13,0.0003000000142492354,0.29053595662117004,0.9799740314483643,0.1516745388507843,0.8774774670600891,0.2661283016204834,1.8249523639678955,0.8916666507720947,1.303107738494873,0.8095238208770752,1.9958829879760742
14,0.0003000000142492354,0.3239230811595917,0.9779220223426819,0.17437440156936646,0.8702702522277832,0.29562488198280334,1.4184690713882446,0.9587036967277527,0.8906092643737793,0.7142857313156128,1.4791202545166016
15,0.0003000000142492354,0.27789610624313354,0.98561692237854,0.14508682489395142,0.8900901079177856,0.2664414644241333,1.0059067010879517,0.9470370411872864,0.4995189309120178,0.8571428656578064,0.8017250299453735
16,0.0003000000142492354,0.28614309430122375,0.9817336797714233,0.15510544180870056,0.8954954743385315,0.2636929750442505,0.80890953540802,0.9644444584846497,0.37726134061813354,0.9047619104385376,0.5742091536521912
17,0.0003000000142492354,0.28806793689727783,0.9845649600028992,0.14461880922317505,0.8720721006393433,0.286920428276062,1.1528215408325195,0.9166666269302368,0.5389745831489563,0.9047619104385376,0.8149440288543701
18,0.0003000000142492354,0.24624279141426086,0.9877662658691406,0.12655508518218994,0.9099099040031433,0.23136788606643677,1.1782125234603882,0.9166666269302368,0.5476363301277161,0.9047619104385376,0.8387736082077026
19,0.0003000000142492354,0.25589069724082947,0.9882208108901978,0.140960693359375,0.8954954743385315,0.25273293256759644,1.1991230249404907,0.9166666269302368,0.5507817268371582,0.9047619104385376,0.8664244413375854
20,0.0003000000142492354,0.22502271831035614,0.9938571453094482,0.10128055512905121,0.908108115196228,0.2330237776041031,1.0821377038955688,0.9583333730697632,0.49067363142967224,0.9047619104385376,0.7942325472831726
21,0.0003000000142492354,0.21753132343292236,0.9926493167877197,0.12688608467578888,0.9171171188354492,0.23414550721645355,1.1087090969085693,0.9583333730697632,0.5012486577033997,0.9047619104385376,0.8166820406913757
22,0.0003000000142492354,0.21237921714782715,0.992642879486084,0.10498567670583725,0.9153153300285339,0.23164469003677368,0.6560362577438354,0.9583333730697632,0.29393309354782104,0.9047619104385376,0.48868122696876526
23,0.0003000000142492354,0.19437581300735474,0.9958701133728027,0.08664398640394211,0.9225225448608398,0.21151095628738403,0.7657802104949951,0.9583333730697632,0.3475121855735779,0.9238095283508301,0.5614436864852905
24,0.0003000000142492354,0.17459319531917572,0.9965260624885559,0.0783214420080185,0.931531548500061,0.18471157550811768,1.0488187074661255,0.9583333730697632,0.4658950865268707,0.9047619104385376,0.789027750492096
25,0.0003000000142492354,0.15401270985603333,0.9983181357383728,0.06095857173204422,0.9243243336677551,0.18973690271377563,0.8164977431297302,0.9583333730697632,0.36904266476631165,0.9523809552192688,0.6015229821205139
26,0.0003000000142492354,0.11499063670635223,0.9998766183853149,0.029723256826400757,0.9495495557785034,0.17261698842048645,0.8938972353935242,0.9583333730697632,0.4005465805530548,0.9142857193946838,0.665486752986908
27,0.0003000000142492354,0.1281798630952835,0.9989220499992371,0.04353676736354828,0.9333333373069763,0.1629159301519394,1.00495183467865,0.9583333730697632,0.4417382478713989,0.9047619104385376,0.7653108835220337
28,0.0003000000142492354,0.10534878820180893,0.9997792840003967,0.028823571279644966,0.9495495557785034,0.163892924785614,1.0904266834259033,0.9583333730697632,0.477772980928421,0.9047619104385376,0.8334493637084961
29,0.0003000000142492354,0.08959809690713882,1.0,0.015446588397026062,0.954954981803894,0.14769473671913147,0.9434966444969177,0.9583333730697632,0.43158337473869324,0.9523809552192688,0.6847676038742065
30,0.0001500000071246177,0.09540952742099762,0.9992662668228149,0.029914090409874916,0.9729729890823364,0.12587104737758636,0.9530072808265686,0.9583333730697632,0.4360555410385132,0.9523809552192688,0.6914223432540894
31,0.0001500000071246177,0.10479315370321274,0.9996428489685059,0.02769661508500576,0.9513513445854187,0.16095957159996033,0.9974738955497742,0.9583333730697632,0.4488919675350189,0.9238095283508301,0.7387011051177979
32,0.0001500000071246177,0.0913684219121933,0.9996753334999084,0.020691385492682457,0.9495495557785034,0.14397017657756805,1.0407843589782715,0.9583333730697632,0.4660854935646057,0.9142857193946838,0.7753735780715942
33,0.0001500000071246177,0.07360715419054031,0.9999415278434753,0.018074654042720795,0.9621621370315552,0.11784982681274414,1.0365562438964844,0.9583333730697632,0.468540757894516,0.9428571462631226,0.7635263204574585
34,0.0001500000071246177,0.07504801452159882,1.0,0.010352803394198418,0.9639639854431152,0.1272137314081192,1.049065351486206,0.9583333730697632,0.4743976294994354,0.9428571462631226,0.7723336815834045
35,0.0001500000071246177,0.07144233584403992,1.0,0.011538074351847172,0.9639639854431152,0.11484754085540771,1.0835928916931152,0.9583333730697632,0.4880044758319855,0.9142857193946838,0.8017657995223999
36,0.0001500000071246177,0.06856255978345871,1.0,0.0052253310568630695,0.9675675630569458,0.1255457103252411,1.0575908422470093,0.9583333730697632,0.48269179463386536,0.9523809552192688,0.7697306275367737
37,7.500000356230885e-05,0.05482523515820503,1.0,0.006117626093327999,0.9711712002754211,0.09491901099681854,1.075824499130249,0.9583333730697632,0.49053657054901123,0.9523809552192688,0.7839555740356445
38,7.500000356230885e-05,0.05415081977844238,0.9999999403953552,0.007060455158352852,0.9693693518638611,0.09199168533086777,1.0721065998077393,0.9583333730697632,0.4898483157157898,0.9523809552192688,0.7792314291000366
39,7.500000356230885e-05,0.07084037363529205,1.0,0.004290331155061722,0.9711712002754211,0.13347649574279785,1.104784607887268,0.9583333730697632,0.5018085837364197,0.9428571462631226,0.808925211429596
40,7.500000356230885e-05,0.0586300827562809,0.9999999403953552,0.005648361053317785,0.9657657742500305,0.10261432826519012,1.1527361869812012,0.9583333730697632,0.5183011889457703,0.9047619104385376,0.8546101450920105
41,7.500000356230885e-05,0.06516231596469879,0.9999999403953552,0.005123453214764595,0.9675675630569458,0.132429301738739,1.1568090915679932,0.9583333730697632,0.5212080478668213,0.9047619104385376,0.8554772138595581
42,7.500000356230885e-05,0.06216306984424591,1.0,0.0052763414569199085,0.9657657742500305,0.11027210205793381,1.1625256538391113,0.9583333730697632,0.5242249369621277,0.9142857193946838,0.8588216304779053
